gene_name,Ctrl-1 TPM,Ctrl-2 TPM,Ctrl-3 TPM,SAE-1 TPM,SAE-2 TPM,SAE-3 TPM,Ctrl-1 Normalised Read Counts,Ctrl-2 Normalised Read Counts,Ctrl-3 Normalised Read Counts,SAE-1 Normalised Read Counts,SAE-2 Normalised Read Counts,SAE-3 Normalised Read Counts,Real Fold Change,Regulation Type,"FDR
"
EIF4BP2,0,0.04,0,0.04,0,0.04,0,0.973333232,0,0.967351032,0,1.089071433,2.079491039,Up,1
PABPC1P8,0,0,0,0,0.03,0,0,0,0,0,1.041802727,0,35.72675757,Up,1
RPL7L1P8,0.39,0.7,0.5,1.07,1.76,2.14,3.110804661,5.662178897,3.983399962,9.33263424,15.5853688,18.72113794,3.415284776,Up,0.999999985
AC003101.1,0.52,0,0.51,0.42,0,0,2.026582841,0,1.97687343,1.842573394,0,0,2.153964317,Down,1
WEE2-AS1,0.6,1.35,1.7,0.48,1.02,0.57,9.119622785,15.91025475,26.68779131,6.449006878,9.376224544,10.89071433,1.93478553,Down,0.260078232
Z69666.2,0,0,0.11,0,0,0,0,0,0.988436715,0,0,0,33.9478905,Down,1
CTD-2026D20.3,1.64,2.11,2.36,2.47,1.61,0.53,13.99355452,16.95845977,13.70961724,21.3093613,13.81430416,5.946330026,1.087387748,Down,0.752564597
LINC00954,0.28,0.42,0.51,0.09,0.35,0.12,11.14620563,14.97435741,17.79186087,3.685146788,12.50163272,4.356285733,2.135920116,Down,0.144317815
NLGN4Y-AS1,0,0,0,0,0.19,0,0,0,0,0,1.041802727,0,35.72675757,Up,1
HCG22,0.19,0.13,0.31,0.46,0.56,0.39,4.053165682,2.807692015,2.965310145,5.527720181,7.292619089,10.89071433,2.408750945,Up,1
THRB-AS1,0,0,0.07,0,0,0,0,0,0.988436715,0,0,0,33.9478905,Down,1
RP1-223B1.1,0,0,0,0,0.11,0.23,0,0,0,0,1.041802727,2.178142867,108.3315198,Up,1
LINC01128,6.55,8.32,11.63,7.82,11.33,10.73,294.8678034,346.2820152,309.3806918,369.4359655,434.4317372,412.7580732,1.279935115,Up,0.001508955
FAM207BP,0,0,0,0.18,0.2,0,0,0,0,0.921286697,1.052220754,0,66.78358171,Up,1
AP000473.5,1.27,1.07,1.68,1.65,1.07,0.84,6.079748523,5.61538403,7.90749372,9.212866969,6.250816362,4.356285733,1.01107049,Up,1
RP11-110G21.1,3.11,2.07,1.46,0.98,1.65,1.61,23.30570267,14.97435741,12.8496773,9.212866969,11.45983,16.3360715,1.381248338,Down,1
HMGB3P4,0,0,0,0.35,0.39,0,0,0,0,1.842573394,2.083605454,0,131.8726283,Up,1
RP11-119H12.5,0,0,0.3,0,0,0,0,0,0.988436715,0,0,0,33.9478905,Down,1
BACH1-IT2,0.49,0.25,0,0.21,0.76,0.23,2.026582841,1.871794677,0,1.842573394,5.209013635,1.089071433,2.079906635,Up,1
RP11-567G24.1,0,0,0.05,0.05,0.03,0.05,0,0,1.986757797,1.842573394,1.041802727,2.178142867,2.525101921,Up,1
RP11-162G10.1,0,0.06,0.04,0,0.03,0,0,1.871794677,1.146586589,0,1.041802727,0,2.844162633,Down,1
RP4-781K5.2,0.42,0.51,0.54,1.27,2.06,1.09,3.039874262,3.743589354,3.95374686,10.13415367,16.66884363,8.712571466,3.301279273,Up,0.999999996
PIK3IP1-AS1,0,0,0.3,0,0,0.29,0,0,0.988436715,0,0,1.089071433,1.098812932,Up,1
RP11-112J3.15,0.28,0.38,0.13,0.23,0.51,0.41,2.026582841,2.807692015,0.988436715,1.842573394,4.167210908,3.2672143,1.590202847,Up,1
RP11-57H12.5,0,0.35,0,0,0,0,0,0.935897338,0,0,0,0,32.19657795,Down,1
AC104653.1,0,0.64,1.98,0,0.33,0.99,0,1.871794677,9.88436715,0,2.083605454,3.2672143,2.190402646,Down,0.510050055
MYLKP1,0,0,0,0,0,0.1,0,0,0,0,0,2.189033581,73.96778603,Up,1
SEPT7-AS1,0.04,0.07,0.04,0.05,0.49,0.18,2.026582841,3.743589354,1.97687343,2.763860091,5.209013635,5.445357166,1.729221036,Up,1
EEF1DP1,0,0.18,0,0,0,0,0,1.871794677,0,0,0,0,63.39315589,Down,1
UBAC2-AS1,0.48,0.73,0.38,0.22,0.05,0.26,11.14620563,16.84615209,8.895930435,5.527720181,1.041802727,6.5344286,2.810904862,Down,0.079162772
CTD-2021A8.2,0,0,0.12,0,0,0,0,0,0.988436715,0,0,0,33.9478905,Down,1
RASA4CP,0.16,0.27,0.64,0.14,0.89,0.3,4.093697339,4.520384144,11.6734376,4.348473209,20.47142359,6.545319314,1.545228823,Up,0.678938501
RP13-216E22.4,0,0.25,0.53,0.22,1.2,0,0,0.935897338,1.97687343,0.921286697,5.209013635,0,2.09336738,Up,0.433868418
RP11-544M22.8,0.15,0.14,0.07,0.19,0.28,0.15,2.026582841,1.871794677,0.988436715,2.763860091,4.167210908,2.178142867,1.858767371,Up,1
AC097381.1,0.06,0,0.06,0.11,0,0.06,1.013291421,0,0.988436715,1.842573394,0,1.089071433,1.457697403,Up,1
AC016722.4,0,0,0.08,0,0.08,0.08,0,0,1.97687343,0,2.083605454,2.178142867,2.13852466,Up,1
RPS13P2,0.27,0.33,0.53,0.44,0.25,0,1.033557249,1.291538327,2.036179633,1.907063463,1.073056809,0,1.458837127,Down,1
UBE3AP2,0.07,0,0,0,0,0,2.036715755,0,0,0,0,0,68.89052518,Down,1
SATB1-AS1,0.12,0.11,0.07,0,0,0,1.013291421,0.935897338,0.988436715,0,0,0,98.92084913,Down,1
OR2A9P,3.63,3.58,2.49,1.42,1.5,1.28,76.51363517,81.58217099,40.79278323,39.89171398,42.66182167,36.28786016,1.673393233,Down,0.208053175
HCG23,0,0,0.16,0,0,0,0,0,0.988436715,0,0,0,33.9478905,Down,1
RP11-286B14.1,0.11,0,0,0,0,0,1.013291421,0,0,0,0,0,34.77638068,Down,1
RP11-364L4.1,0.11,0.39,0.42,0.09,0.2,0.64,1.013291421,3.752948327,3.963631227,0.930499564,2.094023481,6.599772886,1.102104809,Up,0.674767038
RP13-228J13.8,0,0,0.09,0,0,0,0,0,0.998321082,0,0,0,34.27736941,Down,1
AC133528.2,1.56,1.99,2.13,0.5,1.38,1.77,5.066457103,6.551281369,6.919057005,1.842573394,5.209013635,6.5344286,1.363599748,Down,1
SEPT7P8,0.12,0.11,0,0,0,0.12,1.013291421,0.935897338,0,0,0,1.089071433,1.768599126,Down,1
EXOSC3P1,0.23,0.41,0.44,1.12,0.41,0.88,1.013291421,1.871794677,1.97687343,5.573784516,2.083605454,4.39984859,2.470837809,Up,1
LINC01277,0.03,0.03,0,0.03,0.06,0,1.013291421,0.935897338,0,0.921286697,2.083605454,0,1.533402076,Up,1
PMS2P7,0.43,0.56,0.33,0.25,0.3,0.45,7.194369086,9.471281064,5.466055034,4.477453347,5.375702072,8.102691463,1.232174683,Down,1
AL591893.1,0,0.03,0,0,0.02,0,0,1.871794677,0,0,1.041802727,0,1.774388727,Down,0.650764011
AC067945.3,0.65,1.05,0.48,0.27,0.6,0.8,4.053165682,6.551281369,2.975194512,1.842573394,4.167210908,5.445357166,1.184978139,Down,1
KRT223P,0,0,0.21,0.17,0,0,0,0,0.988436715,0.921286697,0,0,1.070588623,Down,1
VDAC1P8,0.25,0.33,0.29,0.35,0.2,0.43,3.911304883,2.807692015,2.965310145,3.685146788,2.083605454,4.356285733,1.045369261,Up,1
AC091729.9,4.99,3.95,4.67,3.63,3.86,2.81,74.98356512,66.44871102,69.19057005,58.04106191,63.54996635,42.4737859,1.283726407,Down,1
RP5-952N6.1,0.65,0.4,0.43,0.53,0.7,0.66,18.23924557,11.23076806,11.86124058,15.66187385,20.83605454,19.6032858,1.357096521,Up,1
RP11-386I23.1,0.02,0,0,0,0,0,1.013291421,0,0,0,0,0,34.77638068,Down,1
AC074338.4,0,0,0,1.92,0,0,0,0,0,0.921286697,0,0,31.70955656,Up,1
AC020571.3,1.01,1.13,0.88,0.42,1.32,0.96,18.23924557,12.1666654,15.81498744,4.606433485,13.54343545,18.51421437,1.26044567,Down,0.657164193
RP11-80I15.4,0,0.57,0.2,0.17,0.38,0,0,2.807692015,0.988436715,0.921286697,2.083605454,0,1.260713244,Down,1
LINC01165,0,0,0,0.08,0,0,0,0,0,1.842573394,0,0,62.41911313,Up,1
HSPA8P8,0,0,0.06,0.03,0.08,0,0,0,1.640804947,0.921286697,2.083605454,0,1.816425165,Up,1
CALM2P2,2.26,2.32,1.65,4.2,4.05,3.95,8.146863021,8.460511939,5.960273392,17.11750683,16.83553207,16.05291293,2.214210569,Up,0.999999999
MEOX2-AS1,0,0,0,0,0,0.13,0,0,0,0,0,1.089071433,37.30238111,Up,1
RP11-439K3.1,0,0,0.27,0,0,0,0,0,0.988436715,0,0,0,33.9478905,Down,1
MED4-AS1,0,0.18,0.78,0.16,0.36,0,0,0.935897338,3.95374686,0.921286697,2.083605454,0,1.621027685,Down,0.50634644
RP11-20J15.3,0.61,0.85,0.98,0.26,0.19,0,8.106331364,11.23076806,12.8496773,3.685146788,2.083605454,0,5.555811902,Down,0.999999944
RPL41,1840.85,1744.34,1786.03,1681.06,1673.28,1645.74,7741.455257,7428.526021,7454.384446,7873.076577,8087.097849,7776.471006,1.049162847,Up,0.160351779
CTB-63M22.1,5.17,9.57,7.3,0.38,2.38,5.12,8.258325077,15.66692144,11.81181874,0.746242224,4.761038463,9.856096471,2.323535953,Down,0.083488377
AGBL5-IT1,0,0.42,0,0,0,0,0,0.935897338,0,0,0,0,32.19657795,Down,1
VIM-AS1,29.28,27.43,25.88,39.18,36.31,31.55,323.2399632,304.166635,283.6813372,458.8007751,432.3481317,373.5515016,1.388108344,Up,6.52339E-06
AC007038.7,0.07,0.06,0.07,0.06,0.16,0.03,2.026582841,1.871794677,1.97687343,1.842573394,5.209013635,1.089071433,1.383625952,Up,1
EIF4A1P10,1.76,1.5,1.93,3.53,3.31,3.05,26.55836813,22.79845916,28.88212081,56.85260207,53.96538126,49.47651521,2.048379369,Up,0.999995743
ANKRD10-IT1,2.62,3.02,2.12,2.77,3.73,3.26,23.30570267,27.14102281,18.78029759,26.71731421,36.46309545,31.58307156,1.368720124,Up,1
EPHA1-AS1,0.07,0.07,0,0,0,0,5.066457103,4.679486692,0,0,0,0,325.8647932,Down,0.999999998
TCP1P1,0,0.04,0,0.04,0,0,0,0.935897338,0,0.921286697,0,0,1.01535882,Down,1
RP11-84D1.1,0,0.1,0,0,0,0,0,0.935897338,0,0,0,0,32.19657795,Down,1
AC069513.4,0.28,0.17,0.09,0.12,0.13,0.19,6.079748523,3.743589354,1.97687343,2.763860091,3.125408181,4.356285733,1.151296689,Down,1
GS1-124K5.11,1.42,1.24,1.69,1.11,1.05,1.24,120.581679,112.3076806,153.2076908,111.4756903,113.5564973,133.9557863,1.075508968,Down,0.854838326
PGA4,0.09,0,0.09,0,0,0,0.50664571,0,0.494218358,0,0,0,34.36213559,Down,1
AC009495.4,0.39,0,0,0,0,0,1.013291421,0,0,0,0,0,34.77638068,Down,1
RP11-775D22.2,0.3,0,0,0,0,0,1.013291421,0,0,0,0,0,34.77638068,Down,1
PTGES3P3,0,0,0.48,0.4,1.13,1.18,0,0,2.016410899,1.907063463,5.438210235,5.576045738,6.328797137,Up,1
SERPINH1P1,0,0.06,0,0,0,0,0,0.935897338,0,0,0,0,32.19657795,Down,1
RP11-561C5.4,0,0.59,0,0.09,0.5,0.37,0,4.988332814,0,0.792306559,4.708948326,3.4196843,1.78364798,Up,0.489734645
LINC00242,0.09,0.14,0.12,0.05,0.03,0.06,3.039874262,4.679486692,3.95374686,1.842573394,1.041802727,2.178142867,2.298098022,Down,1
KRT18P4,0.25,0,0,0.05,0.06,0,4.053165682,0,0,0.921286697,1.041802727,0,2.048661557,Down,0.432750488
RP11-38L15.2,0.13,0.28,0,0,0,0,1.013291421,1.871794677,0,0,0,0,97.16953658,Down,1
CTD-2320J21.2,0,0,0,0,0.13,0.16,0,0,0,0,0.520901364,0.642552146,39.78178364,Up,1
TTTY10,0.1,0.09,0.45,0.04,0.09,0,2.026582841,1.871794677,0.988436715,0.921286697,2.083605454,0,1.620095209,Down,1
HMGN1P37,0,0,0,0,0,0.54,0,0,0,0,0,1.089071433,37.30238111,Up,1
PNPT1P1,0,0,0.03,0.03,0.06,0,0,0,0.988436715,0.921286697,2.083605454,0,2.979951632,Up,1
HNRNPA1P8,0,0,0.18,0.16,0,0,0,0,1.996642164,1.879424862,0,0,1.061388801,Down,0.481632241
ST13P13,0,0,0.06,0,0,0,0,0,0.761096271,0,0,0,26.36987569,Down,1
RP11-227H15.4,0,0,0.08,0,0,0,0,0,1.97687343,0,0,0,66.895781,Down,1
AC072062.1,1.31,1.21,0.9,0.31,0.23,0.4,27.35886835,22.46153612,22.73404445,8.291580272,6.250816362,10.89071433,2.850572698,Down,0.999999675
RP11-104G3.2,0,0.48,0.3,0.25,0,0,0,1.871794677,1.166355324,1.105544036,0,0,2.701920756,Down,1
RP11-483F11.7,0,0.54,2.3,1.35,3.45,2.14,0,0.935897338,3.95374686,2.763860091,7.292619089,4.356285733,2.935733628,Up,1
RP4-580N22.2,0,3.86,0,0,0,0,0,1.871794677,0,0,0,0,63.39315589,Down,1
KRT8P12,2.85,3.25,2.2,1.55,3.03,2.88,42.55823966,52.41025095,34.59528503,25.79602751,51.04833363,47.91914306,1.038465716,Down,0.818799635
AC008269.2,0.15,0,0,0,0,0,1.013291421,0,0,0,0,0,34.77638068,Down,1
ACAP2-IT1,0,0.38,0.55,0.23,0.26,0.27,0,2.807692015,3.95374686,1.842573394,2.083605454,2.178142867,1.107121405,Down,1
AC046143.3,2.12,2.03,3.56,4.34,4.76,3.52,24.31899409,23.39743346,40.52590532,53.43462842,59.38275544,43.56285733,1.771905603,Up,0.002837617
AP000568.2,0,0,0,0,0.25,0,0,0,0,0,1.041802727,0,35.72675757,Up,1
MTCO2P12,22.64,22.46,21.43,19.31,20.75,21,162.0759627,162.1535728,152.8815067,150.8883352,164.5006506,164.5478029,1.005922246,Up,1
DPY19L1P1,0.2,0.32,0.31,0.15,0.19,0.26,7.133571601,11.29628087,10.94199444,5.573784516,7.36554528,9.888768614,1.286277029,Down,1
AC090587.4,0.21,0.38,0.41,0,1.89,0.8,1.013291421,1.871794677,1.97687343,0,10.41802727,4.356285733,3.026254187,Up,0.379842618
SZT2-AS1,0,0,0,0.11,0,0.13,0,0,0,0.921286697,0,1.089071433,68.01193767,Up,1
LINC00452,0.38,0.14,0.25,0.37,0.36,0.49,15.19937131,5.61538403,8.895930435,11.97672706,13.54343545,19.6032858,1.518238303,Up,0.748934154
RP11-442N24__B.1,0.16,0.67,0.47,0.53,0.45,1.26,1.013291421,4.679486692,2.965310145,3.685146788,3.125408181,8.712571466,1.790166717,Up,0.895159895
HLA-DRB6,0.2,0.3,0,0.34,0.06,0.25,3.039874262,4.698204639,0,5.527720181,1.041802727,3.2672143,1.270164391,Up,0.639161025
RP11-274B21.12,0,0.45,0,0,0,0,0,0.935897338,0,0,0,0,32.19657795,Down,1
NPM1P25,0,0,0.2,0,0,0,0,0,1.97687343,0,0,0,66.895781,Down,1
RALGAPA1P,0.15,0.21,0.18,0.11,0.14,0.29,13.59837086,18.48397243,16.24989959,10.2907724,13.56427151,27.53172583,1.06315933,Up,0.745463499
AJ006998.2,0.43,0.27,0.17,0,0,0,5.066457103,3.743589354,2.965310145,0,0,0,393.5118867,Down,0.999999995
ANKRD26P4,0.09,0,0,0,0,0,1.013291421,0,0,0,0,0,34.77638068,Down,1
RP1-92O14.6,0,0.12,0,0,0.12,0,0,0.935897338,0,0,1.041802727,0,1.10964456,Up,1
RP11-490K7.4,0,0.26,0,0.23,0.25,0.27,0,0.935897338,0,0.921286697,1.041802727,1.089071433,3.190981831,Up,1
AC023669.1,0.21,0.19,0,0,0.19,0,1.013291421,0.935897338,0,0,1.041802727,0,1.846597988,Down,1
RGS17P1,0,0,0,0.16,0,0.19,0,0,0,0.921286697,0,1.089071433,68.01193767,Up,1
PATL2,0.12,0.38,0.24,0,0.17,0.25,3.039874262,3.743589354,2.965310145,0,3.125408181,4.356285733,1.301806739,Down,1
CTD-2554C21.3,0.57,0.68,0.67,0.39,0.38,0.43,20.26582841,24.3333308,23.72248116,14.74058715,14.58523818,16.3360715,1.495924773,Down,1
RP11-342D14.1,0,0.12,0,0,0,0,0,0.935897338,0,0,0,0,32.19657795,Down,1
AC092155.1,0.23,0.69,0,0.18,0,0,0.942361021,2.873204829,0,0.829158027,0,0,4.475970343,Down,0.600284503
AC068580.5,0,0,0.9,1.35,0,0,0,0,0.988436715,1.842573394,0,0,1.83867428,Up,0.685840077
HNRNPA1P53,0,0.17,0,0,0.09,0.09,0,1.871794677,0,0,1.041802727,1.089071433,1.136228946,Up,1
RP11-119B16.2,0.28,0,0,0,0.5,0,1.013291421,0,0,0,2.083605454,0,2.025901309,Up,0.561847018
NKX1-2,0,0,0,0.02,0,0,0,0,0,0.921286697,0,0,31.70955656,Up,1
LINC00428,0,0,0,0,0.94,0,0,0,0,0,1.041802727,0,35.72675757,Up,1
ZFYVE9P1,0,0,0,0,0.04,0,0,0,0,0,1.052220754,0,36.07402514,Up,1
LINC01204,0.63,0.48,0.5,0.74,1.16,0.92,19.25253699,14.03846008,12.8496773,25.79602751,41.67210908,31.58307156,2.145977063,Up,0.002216815
RP11-423C15.3,0,0.16,0.03,0.03,0,0,0,4.679486692,0.988436715,0.921286697,0,0,5.989701554,Down,0.280129743
TNPO1P3,0,0,0,0,0.03,0.03,0,0,0,0,1.041802727,1.089071433,72.02913868,Up,1
RP11-197P3.5,0,0,0,0.12,0,0.14,0,0,0,0.921286697,0,1.089071433,68.01193767,Up,1
ACVR2B-AS1,0.56,0.71,0.81,0.18,0.14,0.21,19.25253699,24.3333308,27.67622802,6.449006878,5.209013635,7.623500033,3.691687334,Down,0.999980443
RP5-981O7.2,0,0,0,0,0.27,0,0,0,0,0,2.083605454,0,70.45351514,Up,1
SUCLA2P3,0,0,0,0.05,0,0,0,0,0,0.921286697,0,0,31.70955656,Up,1
RP11-492M23.2,0.29,0,0,0.47,0.5,0.52,1.236215533,0,0,2.266365274,2.448236409,2.493973582,5.716700732,Up,1
MBNL1-AS1,13.48,11.61,14.49,10.27,8.34,8.38,685.9982917,620.4999353,724.5241121,456.036915,488.605479,484.6367878,1.421002793,Down,7.00695E-12
AC073115.7,0.41,0.94,0,1.51,1.49,1.39,2.026582841,4.679486692,0,8.291580272,8.334421817,7.623500033,3.604401944,Up,0.999999999
RPL4P4,4.67,3.52,3.83,2.77,2.69,3.1,75.09502718,56.8931992,61.20400139,47.51996783,46.76652442,53.60409594,1.306256486,Down,1
NAMPTP1,1.35,0.98,0.74,2.33,1.97,2.26,46.28715209,33.66422726,25.19525187,84.47277724,72.14483885,82.38825393,2.27270894,Up,0.520851923
AC007879.7,3.49,2.57,4.35,11.23,8.29,9.41,32.42532546,24.3333308,40.52590532,113.3182637,85.42782362,94.74921469,3.016252627,Up,0
RP11-462L8.1,0.16,0.37,0.16,0.34,0.61,0.89,2.026582841,4.679486692,1.97687343,4.606433485,8.334421817,11.97978577,2.863629565,Up,1
RP11-494K3.2,2.26,1.03,0.37,1.86,1.03,2.92,12.15949705,5.61538403,1.97687343,11.05544036,6.250816362,17.42514293,1.757245529,Up,0.443001902
RP11-345K20.2,0.57,0,0.28,0,0.25,0,2.026582841,0,0.988436715,0,1.041802727,0,2.841026132,Down,1
MAST4-AS1,0.59,0.65,0.46,0.99,0.44,0.47,5.066457103,5.61538403,3.95374686,9.212866969,4.167210908,4.356285733,1.211432069,Up,1
ZNF492,0.02,0.02,0,0.07,0.03,0.02,1.013291421,0.935897338,0,4.606433485,2.083605454,1.089071433,3.945611724,Up,1
RP11-383F6.1,0.19,0,0,0,0.18,0,1.013291421,0,0,0,1.041802727,0,1.027328229,Up,1
AC009237.8,1.46,1.89,1.52,1.2,1.23,1.28,65.86394234,87.03845247,66.22525991,58.9623486,61.4663609,62.0770717,1.200628465,Down,1
SOS1-IT1,0.69,0.89,0.93,0.59,0.39,0.9,10.13291421,13.10256274,11.86124058,9.212866969,6.250816362,14.15792863,1.184647822,Down,1
RP11-305L7.6,0.53,2.17,1.74,0,0,0,2.026582841,3.743589354,2.965310145,0,0,0,292.1827447,Down,0.999999999
AC011242.5,1.07,0.07,0.7,0.18,0.2,0.43,15.23990297,0.935897338,9.923904619,2.773072958,3.146244236,6.545319314,2.091273716,Down,0.479339741
EIF2S2P2,0,0.08,0.09,0,0.08,0,0,0.935897338,0.988436715,0,1.041802727,0,1.823408361,Down,1
EEF1DP3,0.36,0.17,0.3,0.52,0.41,1.05,4.053165682,2.807692015,4.942183575,9.212866969,7.292619089,18.51421437,2.962019621,Up,0.044149991
RP3-495K2.2,0.56,0,1.09,0.71,0.61,0.65,6.079748523,0,11.86124058,8.291580272,7.292619089,7.623500033,1.293067358,Up,0.608145171
RP11-314N13.3,0.73,0,0,0,0,0,3.039874262,0,0,0,0,0,102.3291421,Down,1
RP11-159G9.5,8.53,12.14,12.53,11.82,16.02,12.61,80.05002222,99.20511787,115.6470957,104.1053968,146.8941845,123.065072,1.268408834,Up,0.548852389
RP11-295K2.3,0.2,0.36,0,0.16,0,0.19,1.013291421,1.871794677,0,0.921286697,0,1.089071433,1.428712957,Down,1
AC096649.2,0,0,0,0,0.41,0,0,0,0,0,2.083605454,0,70.45351514,Up,1
CXCR2P1,0,0,0,0,0.03,0.03,0,0,0,0,1.041802727,1.089071433,72.02913868,Up,1
DYNLT3P2,0.63,0,0,0,0,0,1.013291421,0,0,0,0,0,34.77638068,Down,1
RP4-644L1.2,0.09,0.13,0,0,0.04,0,2.026582841,2.807692015,0,0,1.041802727,0,4.538405001,Down,1
SLC25A38P1,0,0,0,0,0,0.18,0,0,0,0,0,2.199924295,74.33080984,Up,1
RPS21P1,0,0,0,0,1.54,0,0,0,0,0,2.083605454,0,70.45351514,Up,1
RP11-456P18.2,0.13,0,0,0.05,0,0.12,1.013291421,0,0,0.921286697,0,1.089071433,1.955693385,Up,1
ZNF688,10.81,11.24,7.42,8.82,7.27,9.38,124.6348447,118.858962,99.83210822,79.23065593,87.51142907,102.3727147,1.27572933,Down,1
DDX50P1,0.09,0.03,0.03,0.05,0.12,0.06,3.050007176,0.945256312,0.988436715,1.860999128,4.19846499,2.199924295,1.653347444,Up,1
RP11-78H18.2,0,0,0.02,0,0.02,0,0,0,0.988436715,0,1.041802727,0,1.052399929,Up,1
AC093899.3,0,0,0,0.59,0,0,0,0,0,1.842573394,0,0,62.41911313,Up,1
PET100,56.43,44.04,42.2,38.84,44.17,38.36,294.8678034,314.4427877,314.3228754,303.1033233,293.7362789,291.762237,1.039421981,Down,1
KHSRPP1,0.09,0,0,0,0.04,0.04,2.026582841,0,0,0,1.041802727,1.089071433,1.050710974,Up,1
EMX2OS,0.2,0.12,0.19,0.18,0.05,0.11,16.21266273,12.1666654,13.83811401,10.13415367,5.209013635,11.97978577,1.544529471,Down,1
RP13-766D20.2,0.23,0,0.11,0.49,0.57,0.35,2.026582841,0,0.988436715,4.606433485,3.125408181,3.2672143,3.621998402,Up,1
ARSD-AS1,0,0.1,0.11,0.09,0.1,0,0,0.935897338,0.988436715,0.921286697,1.041802727,0,1.019830474,Up,1
RP11-398K22.12,2.48,1.98,1.49,1.15,1.17,1.58,66.29965765,57.83845551,49.39218265,33.51641003,33.33768727,40.13228232,1.621810572,Down,0.999999995
RP11-505P4.7,0,0.17,0,0.31,0,0,0,0.935897338,0,1.842573394,0,0,1.938687808,Up,0.677915552
STEAP3-AS1,0.02,0.21,0.22,0.06,0,0,1.013291421,9.358973384,9.88436715,2.763860091,0,0,7.261148123,Down,0.055590624
OGFR-AS1,0,0,0.14,0.12,0,0,0,0,0.988436715,0.921286697,0,0,1.070588623,Down,1
PAICSP5,0,0,0,0,0.06,0,0,0,0,0,1.041802727,0,35.72675757,Up,1
RP5-1132H15.3,1.75,0,0,0,0,0,3.039874262,0,0,0,0,0,102.3291421,Down,1
HNRNPA1P6,0,0,0,0.06,0,0,0,0,0,0.921286697,0,0,31.70955656,Up,1
LINC01315,0.14,0.94,0.31,0.18,0.07,0,2.026582841,9.358973384,2.965310145,2.763860091,1.041802727,0,3.749251968,Down,0.222090875
AC004549.6,0,0,0,0,0.07,0,0,0,0,0,1.041802727,0,35.72675757,Up,1
RP11-668G10.2,0,0.01,0,0,0,0,0,0.168461521,0,0,0,0,6.61538403,Down,1
RP11-456H18.2,0,0,0,0,0,0.12,0,0,0,0,0,1.089071433,37.30238111,Up,1
SEPT7P7,0.25,0.17,0.18,0,0.36,0.37,4.063298596,2.817050989,2.965310145,0,6.282070444,6.556210028,1.303029957,Up,0.648739235
AC128709.4,0,0,0.33,0,0,0,0,0,1.97687343,0,0,0,66.895781,Down,1
AC016999.2,0.27,0,0.79,0.43,0.72,0,1.013291421,0,2.965310145,1.842573394,3.125408181,0,1.246814255,Up,0.867157572
RPL7P46,0,0,0.12,0,0,0,0,0,0.988436715,0,0,0,33.9478905,Down,1
RPS4XP5,0,0,0.12,0,0.17,0,0,0,0.988436715,0,3.125408181,0,3.098285966,Up,0.407762535
RHEBP1,4.66,3.23,1.78,4.02,1.93,3.64,24.683779,17.30474179,9.390148793,23.53887511,11.51192013,21.36758152,1.098032243,Up,0.738152386
RP1-151F17.1,0.47,1.11,1.39,0.57,0.43,0.86,3.039874262,6.551281369,8.895930435,2.763860091,3.125408181,5.445357166,1.629361756,Down,1
YWHAZP3,1.01,0.38,0.72,0.93,1.03,1.9,8.045533879,3.04166635,5.732932947,8.033619997,9.042847671,16.51032293,1.995045988,Up,0.434826189
PRPS1L1,0,0,0,0,0.07,0,0,0,0,0,1.041802727,0,35.72675757,Up,1
RP11-111F16.2,0,1.22,0,1.01,0.55,0,0,1.871794677,0,1.842573394,1.041802727,0,1.532434682,Up,1
EIF4EP2,4.19,2.58,3.69,5.04,2.77,2.44,28.27083063,17.56679304,24.78999281,37.21998256,20.71103821,18.05680436,1.075861725,Up,0.763336025
TFAP2A-AS1,0,0.09,0.22,0.08,0,0.29,0,0.935897338,2.965310145,0.921286697,0,3.2672143,1.073080221,Up,0.598076804
FLJ31356,0.1,0.02,0.03,0.07,0.05,0.1,4.053165682,0.935897338,0.988436715,2.763860091,2.083605454,4.356285733,1.537037317,Up,1
RP11-284F21.7,0,0,0.12,0,0,0,0,0,0.988436715,0,0,0,33.9478905,Down,1
ZRANB2-AS2,0.48,1.2,0.34,0.64,0.97,1.28,4.053165682,8.423076045,3.95374686,3.685146788,6.250816362,5.445357166,1.068045323,Down,1
RP11-96C23.10,0.58,0,0,0,0,0,0.50664571,0,0,0,0,0,17.88819034,Down,1
TOB1-AS1,0.3,0.51,0.41,0.49,0.45,0.3,5.066457103,6.551281369,6.919057005,6.449006878,8.334421817,5.445357166,1.091129909,Up,1
LINC01435,0,0.14,0,0.28,0.15,0,0,0.935897338,0,0.921286697,1.041802727,0,2.063458863,Up,1
MIR181A1HG,0.31,0.43,0.49,0,0.44,0.13,4.053165682,4.679486692,5.93062029,0,5.209013635,2.178142867,1.980984581,Down,1
HMGB3P9,0.36,0,0,0.15,0,0,2.026582841,0,0,0.921286697,0,0,2.161895933,Down,0.559684513
RPL5P4,0.11,0.09,0.2,0.29,0.13,0.09,1.145019305,0.935897338,1.97687343,3.215290572,1.396015654,1.023727147,1.385842539,Up,1
ALMS1-IT1,0.07,0.1,0,0.09,0.17,0.14,2.026582841,2.807692015,0,2.763860091,5.209013635,4.356285733,2.540802036,Up,1
RP11-217B7.3,0,0,0,0,0.15,0,0,0,0,0,1.041802727,0,35.72675757,Up,1
