gene_name,Ctrl-1 TPM,Ctrl-2 TPM,Ctrl-3 TPM,SP-1 TPM,SP-2 TPM,SP-3 TPM,Ctrl-1 Normalised Read Counts,Ctrl-2 Normalised Read Counts,Ctrl-3 Normalised Read Counts,SP-1 Normalised Read Counts,SP-2 Normalised Read Counts,SP-3 Normalised Read Counts,Real Fold Change,Regulation Type,"FDR
"
USP32P3,3.2,3.37,3.08,4.78,3.42,2.42,41.7100826,47.04123775,41.82458043,60.7751346,40.58314957,32.28422903,1.023479892,Up,0.979077212
BLOC1S2,88.03,84.41,88.36,84.33,82.92,93.62,1351.459875,1272.768973,1308.45614,1316.777289,1244.112155,1337.739689,1.008735274,Down,1
SYCP2,1.44,0.8,1.5,0.83,1.41,1.29,62.40654987,51.21425078,70.02441115,66.4095717,69.18248554,74.22620469,1.142496366,Up,1
ZNF724P,1.23,0.93,1.13,0.77,1.49,1.18,47.06067695,36.03965795,43.01499542,30.09183718,56.28405603,35.02809659,1.038797544,Down,0.977487995
IL1RAP,15.6,13.88,14.31,12.27,13.53,12.73,945.3057719,868.7454391,895.312114,751.2582798,789.1493689,767.2821159,1.174056472,Down,0.999998673
PTPRT,0.01,0,0,0,0,0,1.023058195,0,0,0,0,0,35.10193982,Down,1
PAX5,0,0,0,0.01,0.01,0.02,0,0,0,1.037649558,1.172584501,2.5020069,158.0746986,Up,1
AC079610.2,0,0,0,0.09,0,0.04,0,0,0,2.075299116,0,0.8340023,97.97671385,Up,1
SPOCK3,0.03,0,0,0,0,0.4,1.023058195,0,0,0,0,5.838016099,5.572356902,Up,0.730248076
ZNF676,0.02,0,0,0,0,0,1.023058195,0,0,0,0,0,35.10193982,Down,1
ZNF699,11.83,11.01,12.01,11.21,9.3,11.01,439.9150237,424.888599,488.1701806,410.9092249,340.0495052,403.6571131,1.17179117,Down,0.803327648
RP3-391O22.3,0,0,0,0,0,0.26,0,0,0,0,0,0.8340023,28.80007666,Up,1
ADAM5,0,0.07,0,0,0,0,0,0.948412051,0,0,0,0,32.61373505,Down,1
TDRD7,10.69,11.01,11.14,13.07,13.78,15.39,582.1201128,589.912296,572.199474,723.2417418,730.5201439,817.3222538,1.302048828,Up,8.3581E-09
CCDC189,0.69,0.41,2.95,1.73,1.59,1.34,14.32281473,9.484120514,24.00836954,22.82829027,12.89842951,13.3440368,1.026239812,Up,0.965948629
KIAA0895L,8.62,10.48,6.14,11.59,9.31,9.97,271.1104216,321.5116854,236.0823005,353.8384992,299.0090477,297.738821,1.147069989,Up,0.976943281
HLA-DRB1,28.44,30.08,32.25,30.6,30.65,26.14,436.5900846,468.0603156,491.6413907,476.281147,465.0939163,403.0232714,1.038598901,Down,0.98974792
SPATS2L,178.57,166.58,183.4,183.98,191.87,197.32,5443.692654,5250.409117,5507.920111,5603.307612,5645.99437,5995.642534,1.064369787,Up,0.884195967
ZNF250,5.39,4.48,6.19,5.9,5.43,4.98,216.8883373,172.6109934,224.0781157,268.7512355,204.0297031,203.4965612,1.10218268,Up,0.98716077
WDSUB1,5.42,4.61,6.12,5.09,5.38,6.5,128.9053325,112.8610341,133.0463812,126.593246,123.1213726,154.2904255,1.077878781,Up,0.991233342
ZNF79,7.16,7.56,7.85,8.2,7.41,7.59,210.7499881,219.0831839,224.0781157,240.7346974,212.2377946,225.180621,1.037070339,Up,1
S100A4,144.65,136.22,147.09,174.28,164.85,182.41,859.3688835,816.5827763,862.3006059,1029.348361,947.4482765,1097.547027,1.211202436,Up,0.000838848
PLEKHG4,15.04,18.22,13.09,12.92,14.68,13.15,526.8749703,575.6861152,485.1691344,542.6907187,562.8405603,501.2353822,1.011989494,Up,0.993698573
FAT4,21.45,19.07,20.71,21.25,26.37,21.59,4232.391751,4060.151992,4255.483501,4894.592964,5670.618645,4692.096939,1.215912412,Up,0.829325005
COLCA1,0.01,0.31,0.03,0.03,0.03,0.26,1.023058195,4.742060257,2.000697461,2.075299116,2.345169001,4.170011499,1.10578286,Up,1
ZNF681,0.23,0.19,0.23,0.41,0.68,0.18,21.48422209,18.01982898,22.00767208,12.45179469,19.93393651,16.680046,1.25350339,Down,1
ACADSB,11.96,11.41,14.07,12.19,10.46,13.17,646.572779,673.3725565,667.2326034,658.9074692,668.3731653,592.1416329,1.035299482,Down,0.997527028
STK40,16.61,14.99,14.92,14.23,14.91,14.77,752.9708313,696.1344457,597.2081922,623.6273842,627.3327078,605.4856697,1.102273195,Down,0.978522388
TMEM63A,22.87,24.94,21.95,27.32,23.39,20.73,973.9514013,972.1223527,968.3375713,1108.209728,995.524241,1065.854939,1.08755626,Up,1
SEMA4A,0.35,0.81,0.37,0.38,0.24,0.76,9.207523752,20.86506513,12.00418477,15.56474337,10.55326051,17.5140483,1.03693654,Up,0.981919472
HRCT1,4.19,4.34,4.64,4.11,3.91,4.18,47.06067695,49.31742667,52.018134,46.6942301,43.38562652,47.53813109,1.078302997,Down,1
MPHOSPH8,35.99,34.94,36.49,34.93,36.67,34.05,1584.706913,1673.918818,1605.469681,1538.66827,1511.355889,1604.461964,1.04503353,Down,1
RNF216P1,14.36,15.12,15.09,11.93,13.11,11.44,264.174087,254.3261757,255.5490868,211.7323923,228.6070742,204.4806839,1.200401906,Down,1
EEF1A1P5,56.19,52.95,58.06,47.56,53.24,53.75,1000.990829,951.5512953,1030.039081,858.5616206,935.9452225,962.6304745,1.081766488,Down,0.949641328
GREB1,2.01,1.91,2.56,2.12,1.87,1.69,127.8822743,114.7578582,155.0540533,143.195639,138.3649711,118.4283266,1.005769704,Up,0.988762789
SIRPB2,0,0,0,0,0,0.16,0,0,0,0,0,0.8340023,28.80007666,Up,1
ZNF766,26.9,22.34,17.7,19.84,18.97,19.8,609.742684,597.4995924,617.2151669,602.8743931,539.3888703,609.6556812,1.041404459,Down,1
RYR1,0.36,0,0.04,0.03,0.02,0.45,7.161407363,0,8.002789846,6.225897347,4.690338002,4.170011499,1.005156727,Down,0.95310791
SRGAP3,2.2,2.54,1.07,0.8,1.24,0.89,71.61407363,81.42117461,68.02371369,91.31316108,71.52765454,69.22219089,1.049772022,Up,1
FAM217B,8.94,8.41,7.92,8.39,7.78,9.51,473.6759441,479.896498,517.1802938,498.0717877,520.6275183,508.7414029,1.038542724,Up,1
TUBB,679.65,649.27,675.05,612.6,663.76,635.58,25148.48916,24204.1015,24847.38202,23033.35058,24214.78455,23494.06163,1.048878528,Down,0.902617746
LCOR,9.85,6.65,8.21,6.2,7.14,7.76,404.1079869,369.8807,412.1436771,403.645678,452.6176172,399.4871016,1.058691824,Up,0.995855628
SUPT5H,69.09,63.02,60.35,61.91,67.75,67.04,2853.309305,2765.569542,2702.94227,2589.973296,2797.786618,2658.799332,1.034208515,Down,0.989270804
XPNPEP3,5.59,5.87,6.42,5.47,5.33,5.83,474.6990023,491.2774426,552.1924994,475.2434975,460.8257087,487.8913454,1.066158018,Down,0.988413715
ZNF107,4.24,4.43,4.09,4.49,5.16,5.64,320.6162076,332.89263,303.1056654,356.9514479,371.7092867,405.3251177,1.185409887,Up,0.999999999
SFTA2,0,0,0,0.22,0,0,0,0,0,2.075299116,0,0,70.17663719,Up,1
PPIA,1557.02,1482.72,1498.59,1410.94,1464.89,1471.29,11686.42445,11149.60795,11185.54938,10585.68573,10831.86658,11361.13795,1.037917634,Down,0.998061697
ZNF471,4.56,5.8,4.09,5.88,5.1,5.82,302.8252256,345.2219867,281.0979933,311.2948673,291.9735406,300.2408279,1.028372835,Down,0.993689945
ZNF836,7.68,9.95,9.64,10.89,9.1,10.85,189.0509238,223.9864742,226.218862,211.9087927,208.579331,244.5711744,1.04036226,Up,0.990882854
ZNF493,4.49,5.18,5.21,4.53,4.81,4.81,247.5800831,275.987907,246.0857878,230.3685783,248.5879141,221.8446118,1.098244318,Down,1
GTF2IRD2,5.61,7.52,7.12,5.1,5.36,5.24,148.9061202,141.5030781,152.3030943,139.6053715,170.9862719,135.3001931,1.007181478,Up,1
SUPT3H,3.19,2.89,3.2,3.04,2.78,3.28,82.86771377,73.97614001,79.02754973,76.78606728,64.49214753,73.39220239,1.098746833,Down,1
NIF3L1,16.15,15.59,15.53,17.14,16.05,20.1,288.5024109,283.5752034,276.0962497,317.5207647,309.5623082,344.4429498,1.14542749,Up,1
AC005154.6,18.29,19.84,21.84,17.48,18.37,16.32,228.6535065,316.4566492,285.5795556,304.8199341,252.8443959,259.7833764,1.016198613,Down,0.992462552
ATP2A1,0.02,0.4,0.11,0.44,0.08,0.39,1.023058195,11.38094462,5.001743654,5.188247789,3.517753502,4.170011499,1.350978552,Down,0.930209806
RP11-497H16.5,0,0,0,0.42,0,0,0,0,0,1.380073912,0,0,47.00246373,Up,1
IARS,147.89,141.87,150.86,146.45,144.21,150.05,6906.665872,6900.646086,6867.394036,6613.978281,6674.350977,6898.867024,1.024149415,Down,0.992973137
HIATL2,5.44,4.28,4.22,4.64,7.52,6.74,31.90918509,25.71145071,25.12876012,27.13453594,45.14450327,41.42489423,1.373940123,Up,0.98871796
POM121,14.75,14.04,14.64,15.47,14.4,13.52,1170.378575,1103.619684,1151.821536,1246.269001,1127.439997,1066.555501,1.004216386,Up,0.99609026
ZBTB44,12.14,11.29,11.97,13.01,13.76,13.01,1002.597031,1002.471538,993.3462896,1051.139002,1033.046945,1011.64479,1.032488801,Up,1
STK31,0.6,0.22,0.4,0.26,0.4,0.25,20.46116389,10.43253257,18.00627715,11.41414514,10.55326051,10.8420299,1.489976085,Down,1
CGB7,0.2,0.17,0.28,0.02,0.24,0.08,5.115290973,1.896824103,3.001046192,1.037649558,2.544508366,0.8340023,2.25883926,Down,1
NLGN3,0.12,0.09,0.18,0.21,0.14,0.21,3.069174584,3.793648206,9.003138577,10.37649558,5.862922503,9.174025298,1.600623126,Up,1
ZKSCAN7,3.6,5.5,4.24,4.2,4.38,4.37,159.3515444,190.3178464,176.0613766,189.5163152,170.5875931,179.8108958,1.02697812,Up,1
CD55,28.27,31.88,33.11,30.79,31.67,31.69,744.7863657,759.6780532,762.2657328,730.5052887,779.7686929,729.7520124,1.011921201,Down,1
CPNE4,0.04,0.63,0.11,0,0.05,0.13,1.023058195,8.535708463,3.001046192,0,1.172584501,3.336009199,2.773945782,Down,0.8491723
ZNF565,5.76,5.68,5.21,4.27,5.55,6.35,119.6978088,152.6943403,127.0442888,118.2920496,139.5375556,152.6224209,1.027575754,Up,0.988174422
NTNG2,10.78,9.32,8.94,11.94,12.45,10.02,733.5327256,606.9837129,603.2102846,750.2206303,831.3624109,664.699833,1.155655359,Up,0.985573939
WDR5,16.73,16.61,16.36,15.54,17.44,15.35,739.6710747,716.9995109,719.2507374,672.3969134,697.6877779,677.2098675,1.062826758,Down,1
LONP1,26.52,28.55,31.69,29.47,31.88,29.69,1058.865231,1159.907939,1180.411502,1161.129855,1201.899113,1151.757176,1.034008288,Up,0.994061496
C9orf163,0,0.13,0,0.06,0,0.19,0,4.742060257,0,2.075299116,0,6.672018399,1.839314058,Up,0.907169393
TRRAP,9.77,8.94,8.89,9.4,10.69,9.41,1737.152815,1624.629844,1563.545066,1773.343094,1942.972517,1672.174611,1.094036317,Up,0.987885526
NUDT11,5.93,4.86,5.37,4.33,4.79,4.73,194.0536784,160.1678272,174.960993,144.1191471,154.5700889,154.6657265,1.167247576,Down,1
SRGAP2B,33.68,33.07,43.72,41.59,36.11,39.74,1825.3302,1764.112804,1976.759116,2065.856505,1942.808356,1958.13732,1.071969701,Up,0.964975774
FUT4,4.42,4.85,4.23,4.18,4.34,4.3,387.7390558,428.5115331,368.6085003,373.5538408,375.2270402,375.3010349,1.054066835,Down,1
ASB13,3.69,3.65,4.43,4.73,4.07,3.93,132.9975653,137.5197475,137.0477761,164.9862797,150.0908161,146.7844048,1.133211643,Up,1
SLC35F1,0,0,0.02,0,0.02,0.01,0,0,1.000348731,0,1.172584501,0.8340023,1.976599514,Up,1
ZNF34,2.07,2.46,2.14,3.09,2.48,1.7,53.19902612,63.54360744,48.01673908,59.14602479,63.31956303,43.36811959,1.006519442,Up,0.993774426
ZNF781,3.46,1.64,2.1,1.93,2.5,2.02,50.12985154,42.67854231,55.01918019,53.957777,65.0315364,48.37213339,1.132112764,Up,1
ZNF140,11.53,10.1,12.15,11.83,11.4,12.53,321.2402731,289.2656757,322.1122913,339.3114054,350.6027657,318.5888785,1.081364877,Up,1
INCA1,0.97,0.6,0.65,0.45,0.31,0.65,11.25364014,8.535708463,9.003138577,7.263546904,4.690338002,9.174025298,1.362255861,Down,1
ZNF774,3.53,3.74,1.43,3.49,1.34,1.6,93.09829571,90.09914488,72.02510861,102.7273062,73.87282354,86.73623918,1.031787419,Up,0.990556879
PTPN1,32.7,33.68,34.84,31.36,31.93,31.28,1737.152815,1843.713028,1870.652126,1749.477154,1680.313589,1672.174611,1.068512923,Down,0.794151668
EVL,34.41,35.12,35.14,29.85,34.85,28.12,813.3312648,815.6343642,798.2782871,820.7808002,751.6266649,724.7479986,1.056629495,Down,0.9896123
NOXO1,0,0.23,0,0.23,0.11,0.06,0,1.896824103,0,2.075299116,2.345169001,0.8340023,2.742580607,Up,1
EPHB4,18.95,17.14,17.27,17.86,19.38,21.96,847.0921852,817.5311883,778.2713125,920.3951578,926.3417555,907.3945022,1.127403326,Up,0.999999999
ZNF765,5.71,5.95,6.45,7.01,5.3,5.95,312.1759775,343.2398055,344.2099948,335.9494208,320.5142474,363.7584431,1.020603426,Up,1
ZNF124,1.5,2.08,2.21,1.94,2.76,1.55,33.76092042,40.78171821,45.01569288,40.46833275,50.42113353,32.52608969,1.032254187,Up,1
XRCC6,185.97,193.94,202.43,181.39,188.87,198.64,5341.366373,5244.690192,5273.828505,4990.046347,5011.61443,5265.039839,1.038854714,Down,0.974180916
S100A5,0.27,1.02,0.92,0.54,0.31,0.87,2.046116389,5.690472308,7.002441115,4.150598231,2.345169001,4.170011499,1.380827912,Down,1
LINC00176,0.03,0.08,0.03,0.09,0,0,2.046116389,4.742060257,2.000697461,3.112948673,0,0,2.80592368,Down,1
PPP1R26,3.26,3.31,4.49,3.38,3.79,3.85,226.095861,225.7220682,218.0760233,234.5088001,255.6234211,257.7067107,1.116348996,Up,1
TSC22D2,55.85,52.18,48.16,46.25,44.44,44.69,2058.393088,2088.403337,2177.759187,1852.204461,1769.430011,1800.610965,1.16640803,Down,0.010289619
CRYBA4,0.15,0,0,0,0,0,1.023058195,0,0,0,0,0,35.10193982,Down,1
NPIPB15,4.38,5.63,4.75,7.03,5.98,5.61,80.65790807,104.5529445,87.07035352,131.1277746,108.5344214,97.81178973,1.239405423,Up,0.910067545
ZNF569,7.72,7.51,6.54,6.92,4.98,7.01,332.4939133,328.1505698,312.108804,314.407816,261.4863436,334.4349222,1.06857097,Down,0.988606911
ARMCX4,8.42,10.82,8.99,9.98,8.69,7.77,653.7341864,737.864576,704.2455064,715.9781949,650.7843978,663.0318284,1.032539685,Down,0.993243975
YRDC,9.53,8.38,9.86,8.14,7.32,7.38,232.2342102,205.8054152,239.0833466,201.3040142,175.8876751,180.1444968,1.214915775,Down,1
ZNF777,7.09,6.53,6.78,6.25,7.15,6.35,322.2633313,298.7497962,306.1067116,288.4665771,320.1155687,287.7307934,1.034369546,Down,1
PIK3R4,17.95,19.73,19.99,18.77,19.43,17.33,1207.20867,1160.856351,1267.441842,1172.544,1135.061797,1168.437222,1.045874711,Down,1
ZNF775,2.94,1.35,1.94,2.23,0.92,1.16,37.84292262,30.20692384,34.15190567,35.28008496,24.63600036,35.86209889,1.067046129,Down,1
ZNF605,14.69,14.94,16.43,12.64,15.47,15.48,860.3919417,800.4597714,847.2953749,872.6632781,858.3318544,836.5043067,1.023663541,Up,1
TRAPPC2,7.51,9.3,7.64,7.44,8.65,8.83,217.9113955,286.4204395,256.1592995,234.9549894,247.4153296,249.9755093,1.038430141,Down,0.989613248
RFX8,15.76,20.15,16.28,27.41,21.77,15.77,241.4417339,294.956148,246.0857878,377.704439,306.0445547,270.2167451,1.219142586,Up,0.972136778
MYL6B,58.2,45.69,52.17,54.43,57.93,58.99,510.5060391,388.8679093,442.154139,474.2058479,478.4144762,499.6090777,1.082516974,Up,0.984838979
ZNF799,2.93,2.34,2.85,2.82,3.5,3.53,119.0737433,88.78085213,109.8482941,114.5565112,125.3375573,128.9367556,1.160914832,Up,1
SIAH1,17.42,16.5,17.24,16.27,16.65,15.85,495.1601662,483.6901462,493.1719242,479.3940957,477.2418917,469.5432948,1.032143217,Down,1
C20orf96,5.83,5.75,5.54,7.09,7.19,6.3,115.605576,117.6030944,110.0383604,141.1203399,140.7101401,126.7683496,1.190376264,Up,1
ESRRG,0,0.02,0,0.02,0.03,0,0,0.948412051,0,1.037649558,1.172584501,0,2.28966319,Up,1
IPO4,19.67,18.38,17.78,15.07,19.45,16.58,804.123741,777.1762555,710.0175186,699.251284,795.0122914,678.5275911,1.054549519,Down,0.98901794
NCOR2,80.57,75.51,73.22,79.89,82.23,67.13,4285.590777,4253.628051,4152.447581,4767.999718,4748.967227,4147.493437,1.076648065,Up,0.997377574
SULT1A1,8.14,4.76,5.11,4.01,4.18,3.55,111.2473481,84.80700564,82.38872146,64.43803754,70.06192391,63.55097525,1.405855,Down,0.281525579
ARL9,0.32,0.47,0.51,0.45,0.82,0.42,5.115290973,7.587296411,8.002789846,7.263546904,12.89842951,6.672018399,1.295563351,Up,1
PRPF40A,64.77,70.6,67.63,70.25,74.74,85.22,2865.586003,2794.970315,2968.034684,2962.489487,2964.293618,3029.930355,1.038027219,Up,0.987748427
GDAP2,11.12,11.54,10.39,11.98,10.11,13.15,404.1079869,420.1465388,464.1618111,400.5327293,408.0594062,411.1631338,1.056289471,Down,1
TCEAL3,109.79,116.32,120.25,106.44,112.68,110.16,1512.039089,1613.324772,1651.565751,1480.84006,1531.618149,1527.958933,1.052090127,Down,0.974999884
ANAPC7,48.81,43.52,47.77,47.24,43.15,47.63,1172.025698,1198.28069,1142.678348,1122.134985,1115.057505,1139.138721,1.04047361,Down,1
TPK1,8.4,8.25,8.14,7.12,7.21,7.98,216.8883373,206.7538272,228.0795106,213.7558089,186.4409356,205.9985681,1.075098089,Down,1
SLC6A9,0.74,0.8,0.81,2.09,1.76,2.41,31.71480403,22.76188923,25.00871827,59.14602479,58.62922503,82.56622768,2.519907445,Up,7.49904E-07
AFAP1,34.84,33.41,35.43,34.41,35.66,32.19,3731.093236,3601.120559,3742.304602,3713.747767,3788.620521,3396.891367,1.016079831,Down,0.997922957
NACA,798.32,787.12,782.45,726.16,776.14,808.83,6594.633123,6492.828904,6419.237805,6026.668632,6336.646641,6652.002344,1.025841348,Down,0.998524524
MYO18A,18.89,25.69,22.37,23.96,24.58,21.45,1559.560143,1639.064675,1656.607509,1609.788771,1609.89989,1507.517537,1.02708266,Down,0.993603452
BORCS6,2.39,2.25,2.18,2.53,2.17,2.35,84.91383016,80.61502437,77.02685227,91.31316108,76.21799254,83.40022998,1.034526671,Up,1
MAN2A2,23.07,22.64,23.15,29.65,26.42,28.11,1602.109133,1543.066408,1600.557969,1649.862797,1631.06504,1691.356664,1.047737522,Up,1
MME,1090.85,1076.98,1088.53,1042.99,1141.69,1150.49,44387.42589,44532.68787,43676.22593,45030.87786,46113.05807,46926.80741,1.041286226,Up,0.799807967
FAM72A,1.77,2.89,1.17,1.12,2.44,1.6,17.98536306,23.29299998,7.692681739,12.18200581,24.16696656,20.40803628,1.158893834,Up,0.962666896
CACNA1H,0.21,0.21,0.23,0.43,0.21,0.23,14.32281473,16.12300487,15.00523096,18.67769204,14.07101401,25.020069,1.270832013,Up,1
SULF2,65.39,68.8,61.64,60.82,65.89,62.3,3196.0338,3254.95016,3092.077927,3000.882521,3293.789862,2906.498015,1.03715727,Down,0.995855632
LAMA2,244.53,240.3,242.82,273.31,300.99,279.7,34595.73591,34181.71874,34144.90323,39368.42422,41972.6622,39364.07455,1.172778765,Up,2.94098E-12
PLXNB2,188.16,170.49,172.85,183.56,186.24,173.59,14607.2249,13828.79612,13811.81493,14511.52907,14595.15928,13379.8989,1.005651204,Up,0.999744157
AJAP1,0.03,0.02,0.01,0.03,0.07,0.05,5.115290973,2.845236154,1.000348731,5.188247789,5.862922503,4.170011499,1.696295448,Up,1
XRCC2,0.21,0.43,0.48,0.57,0.44,0.4,14.32281473,21.81347718,26.009067,32.16713629,25.79685901,22.5180621,1.294919061,Up,1
MYO6,49.9,49.77,50.01,53.06,54.38,55.88,4036.987636,4068.6877,4104.430842,4465.006047,4413.60806,4471.920332,1.093400126,Up,0.989525247
MKL1,16.58,19.72,15.77,16.83,13.78,19.44,661.9186519,728.3804555,671.2339983,660.9827683,668.3731653,640.5137663,1.046532017,Down,1
HDAC2,109.47,103.4,109.58,109.61,109.04,115.1,2108.522939,2132.978704,2080.72536,2025.491937,2128.240869,2200.098067,1.004998827,Up,0.997340151
ANKRD20A19P,0,0,0.03,0.16,0,0,0,0,1.000348731,1.037649558,0,0,1.036202138,Up,1
ZNF782,1.79,2.31,1.45,1.47,1.89,1.74,71.61407363,73.02772796,64.02231877,57.07072568,73.87282354,71.72419779,1.029582832,Down,1
ZNF846,22.18,20.17,20.66,18.94,22.39,19.02,244.5109085,243.7418972,263.0917162,252.1488425,246.2427451,243.5286716,1.012702014,Down,1
MMP1,7.95,6.39,6.75,12.57,13.23,16.33,210.7499881,170.7141693,178.0620741,338.2737558,345.9124277,433.6811959,1.997828487,Up,4.18353E-09
ADH1B,1.74,1.02,1.29,2.32,1.62,2.54,64.45266626,44.57536642,48.01673908,90.27551153,62.14697853,88.40424378,1.533389042,Up,0.153782912
TCF4,57.52,58.58,57.21,65.63,64.16,67.07,4432.911157,4387.35415,4255.483501,4965.153134,4820.494882,4928.953592,1.125335005,Up,5.65536E-09
WNK3,0.54,0.31,0.48,0.34,0.58,0.67,84.91383016,47.42060257,69.02406242,54.99542656,72.70023904,76.72821159,1.015221237,Up,0.98278619
SDHAF3,17.78,22.1,21.6,17.01,21.87,20.91,253.7184323,255.1228418,275.095901,202.3416638,257.9685901,223.5126164,1.146397433,Down,0.908828819
HRH1,8.05,7.64,9.38,9.38,10.34,8.08,460.3761876,449.5473124,489.1705293,535.4271718,548.7695463,463.7052787,1.106357953,Up,0.966254233
ZNF136,6.41,5.73,7.33,6.7,6.24,8.22,330.4477969,297.8013841,334.1164761,312.3325169,287.2832026,346.1109544,1.017593302,Down,0.993745329
ZKSCAN5,9.5,8.36,9.84,9.1,9.55,9.73,571.8895308,513.0909198,559.1949405,572.7825559,539.3888703,572.1255777,1.024401825,Up,1
ZNF502,4.18,4.99,5.4,5.22,4.62,5.54,166.7584857,198.2181187,213.0742796,197.153416,185.2683511,210.1685796,1.02515126,Up,0.993791752
TRAPPC4,38.77,37.49,37.62,30.06,36.32,33.48,423.5460926,445.7536642,418.1457694,361.1020461,375.2270402,394.4830878,1.138510356,Down,1
AC004057.1,85.63,92.03,74.08,77.34,81.32,83.84,198.7392849,217.8787006,173.4904804,176.1098829,187.1562121,209.9350589,1.029494754,Down,0.991105207
TTC30B,2.98,3.37,3.2,3.21,3.78,4.14,170.5847234,193.8364551,182.1334934,186.621273,212.8709902,236.2561715,1.163183798,Up,0.892989177
SLC30A10,0,0,0,0,0.05,0,0,0,0,0,1.172584501,0,40.08615002,Up,1
TECPR2,15.07,13.66,16.71,13,16.35,13.29,1254.269347,1194.050773,1264.440796,1198.485239,1275.771937,1170.105227,1.018768153,Down,0.996937315
FAM180B,0.11,0.11,0.11,0,0,0.23,2.046116389,1.896824103,2.000697461,0,0,4.170011499,1.422290857,Down,0.93653236
LINC00173,0,0,0,0,0.28,0.45,0,0,0,0,5.862922503,1.6680046,252.0309034,Up,1
ZFP62,12.75,8.42,10.22,12.43,9.43,11.31,412.2924525,389.7973531,408.1422821,467.9799506,416.2674977,461.2032718,1.111726736,Up,1
ERI2,15.99,16.3,13.08,12.96,13.31,14.32,373.2320906,406.6790876,382.4133128,384.2623842,338.9590016,386.8019266,1.047115916,Down,1
TOMM7,205.47,201.35,180.01,199.25,201.67,194.7,1304.399198,1271.820561,1236.431031,1069.816694,1119.818198,1177.611247,1.132274465,Down,0.008839796
HSH2D,0,0,0,0.1,0,0,0,0,0,2.075299116,0,0,70.17663719,Up,1
TRPV1,0.77,0.53,0.73,1.01,0.51,0.72,46.03761876,31.2975977,43.01499542,47.73187966,29.31461251,42.53411729,1.006434232,Down,0.988529666
ZNF33B,3.26,3.45,3.53,3.71,5.31,3.59,266.8851912,264.9863272,283.8089384,287.8647403,248.5879141,282.126298,1.003553339,Up,1
ZNF512B,12.4,12.07,11.78,11.88,11.84,10.47,845.0460688,857.3644945,814.2838668,848.7973383,816.1188124,719.7439848,1.055367485,Down,0.985236275
AMZ2,91.96,104.08,102.71,88.89,86.52,89.24,1483.178618,1582.273762,1547.08933,1437.072002,1418.440293,1487.209581,1.062131073,Down,1
ZNF431,5.81,5.93,5.87,7.26,6.88,4.85,410.2463361,399.6608385,393.5872081,454.4905063,384.9360399,375.0174741,1.009097977,Up,0.993260093
FAM150A,0,0,0.07,0,0,0,0,0,1.000348731,0,0,0,34.34495769,Down,1
NF1,22.57,24.95,24.35,23.66,29.59,25.76,3665.617511,3671.303051,3592.252292,3660.82764,4176.745991,3711.310234,1.056702307,Up,0.99679085
VKORC1L1,29.25,30.89,31.36,27.87,26.44,30.63,2080.000077,2111.487687,2130.962873,2077.374415,1888.33008,1998.753232,1.06002073,Down,0.926834271
ZNF418,1.73,4.94,3.25,2.91,2.18,3.3,71.61407363,79.66661232,81.02824719,84.04961418,66.83731653,103.4162852,1.094664646,Up,0.976564828
DAPK1,12.99,12.75,13.02,14.03,12.26,13.6,956.559412,959.792996,912.3180424,1002.369473,848.9511784,928.2445597,1.017666328,Down,0.994926313
HLA-DQA1,0.05,0,0.13,0,0,0,1.023058195,0,1.000348731,0,0,0,68.44689751,Down,1
COL27A1,8.47,8.08,6.61,10.59,9.27,7.61,684.4259322,735.0193398,636.2217927,857.0985347,749.2814959,674.7078606,1.109656637,Up,0.991747993
LINC01560,1.18,1.99,1.74,1.91,0.99,1.38,18.4150475,31.2975977,27.00941573,30.09183718,15.24359851,21.6840598,1.144707509,Down,0.975136973
GM2A,51.05,48.88,52.7,48.57,50.38,51.01,2751.003485,2664.089452,2867.999811,2712.415944,2699.28952,2751.373587,1.014701959,Down,0.997232215
HIST1H2AI,1.12,0.2,0.88,0,0.78,1.06,5.115290973,0.948412051,4.001394923,0,3.517753502,5.004013799,1.180469205,Down,0.953191101
S100A2,5.41,6.7,8.48,8.11,7.9,10.6,28.64562945,38.88489411,58.02022638,47.73187966,52.76630253,67.55418629,1.338440554,Up,0.91427754
SNHG17,5.55,5.95,7.45,5.51,4.18,6.84,57.2912589,60.69837129,70.23448438,58.10837524,51.59371803,72.55820009,1.032716066,Down,1
ZNF700,3.9,3.51,4.36,5.08,4.68,4.49,161.6431948,144.1586318,174.0606791,209.6052107,186.4409356,182.3796229,1.205386128,Up,1
CD47,68.79,63.94,68.08,71.31,80.1,78.51,2794.994988,2771.260014,2881.004345,2917.870556,2895.111132,2984.060229,1.04140767,Up,1
TLE1,9.54,11.61,9.5,12.55,13.86,12.42,320.2172149,286.4204395,277.0965984,377.704439,398.7139077,353.7420755,1.278836996,Up,0.001369772
MAML3,2.7,2.91,2.44,2.54,3.02,2.85,269.0643052,291.1624998,241.0840441,257.3370903,261.4863436,282.7267796,1.000298705,Up,0.998439923
HIST1H2AG,1.2,1.59,1.64,1.96,1.63,1.41,36.8914785,49.35536315,50.05745049,61.22132391,49.24854903,43.36811959,1.128608145,Up,1
STRN3,33.4,35.88,33.49,37.25,35.38,35.63,1675.769323,1738.43929,1691.589704,1582.415576,1612.303688,1718.87874,1.039115764,Down,0.992143136
